Timestamp;Temperature (°C);Humidity (%);NH3 (ppm);Lux
21/05/26 17.10;31,3;97,9;13,2;25,0
21/05/26 17.40;30,7;99,9;22,6;24,2
21/05/26 18.10;30,1;99,9;18,8;23,8
21/05/26 18.40;30,1;99,9;23,9;23,0
21/05/26 19.10;29,4;99,9;21,6;21,7
21/05/26 19.40;30,0;99,9;22,5;21,7
21/05/26 20.10;29,9;99,9;24,4;20,8
21/05/26 20.40;29,6;99,9;29,8;20,8
21/05/26 21.10;29,4;99,9;9,7;20,8
21/05/26 21.40;29,3;99,9;21,9;0,0
21/05/26 22.10;29,2;99,9;24,5;0,0
21/05/26 22.40;28,6;99,9;9,0;0,0
21/05/26 23.10;29,1;99,9;10,1;0,0
21/05/26 23.40;28,7;99,9;20,2;0,0
22/05/26 00.10;28,8;99,9;9,8;0,0
22/05/26 00.40;28,9;99,9;26,7;0,0
22/05/26 01.10;28,4;99,9;10,4;0,0
22/05/26 01.40;28,9;99,9;27,0;0,0
22/05/26 02.10;28,5;99,9;8,7;0,0
22/05/26 02.40;28,4;99,9;8,0;0,0
22/05/26 03.10;28,7;99,9;22,8;0,0
22/05/26 03.40;26,4;99,9;8,8;0,0
22/05/26 04.10;26,5;99,9;17,9;20,8
22/05/26 04.40;26,5;99,9;8,5;20,8
22/05/26 05.10;26,4;99,9;18,7;20,8
22/05/26 05.40;26,8;99,9;21,5;20,8
22/05/26 06.10;26,9;99,9;7,5;22,5
22/05/26 06.40;25,9;99,9;13,5;27,5
22/05/26 07.10;26,4;99,9;20,7;36,7
22/05/26 07.40;26,8;99,9;8,5;16,7
22/05/26 08.10;27,5;99,9;10,2;28,3
22/05/26 08.40;28,3;99,9;10,5;53,0
22/05/26 09.10;28,6;99,9;13,6;46,7
22/05/26 09.40;29,3;99,9;14,7;51,7
22/05/26 10.10;30,1;99,9;22,3;76,7
22/05/26 10.40;31,1;99,9;11,1;174,2
22/05/26 11.10;32,2;99,9;32,1;209,2
22/05/26 11.40;33,2;96,6;12,0;203,8
22/05/26 12.10;33,4;92,4;30,8;224,2
22/05/26 12.40;33,4;89,9;12,5;148,3
22/05/26 13.10;33,6;93,4;33,8;210,8
22/05/26 13.40;33,9;88,9;38,3;295,8
22/05/26 14.10;31,8;99,9;14,3;215,7
22/05/26 14.40;30,1;99,9;21,0;114,2
22/05/26 15.10;30,9;99,9;17,3;78,3
22/05/26 15.40;29,4;99,9;14,2;53,3
22/05/26 16.10;29,0;99,9;12,2;24,2
22/05/26 16.40;29,2;99,9;15,3;19,2
22/05/26 17.10;29,5;99,9;15,1;23,4
22/05/26 17.40;28,9;99,9;15,5;22,7
22/05/26 18.10;28,8;99,9;15,0;22,4
22/05/26 18.40;28,5;99,9;18,5;22,0
22/05/26 19.10;28,9;99,9;19,4;21,9
22/05/26 19.40;28,5;99,9;19,3;21,7
22/05/26 20.10;28,1;99,9;14,1;20,8
22/05/26 20.40;27,5;99,9;13,4;20,8
22/05/26 21.10;27,5;99,9;13,4;0,0
22/05/26 21.40;27,4;99,9;15,1;0,0
22/05/26 22.10;27,3;99,9;14,7;0,0
22/05/26 22.40;27,2;99,9;13,3;0,0
22/05/26 23.10;27,4;99,9;16,0;0,0
22/05/26 23.40;26,9;99,9;14,9;0,0
23/05/26 00.10;27,1;99,9;13,6;0,0
23/05/26 00.40;26,8;99,9;16,7;0,0
23/05/26 01.10;27,1;99,9;17,3;0,0
23/05/26 01.40;26,5;99,9;17,5;0,0
23/05/26 02.10;27,0;99,9;15,8;0,0
23/05/26 02.40;27,1;99,9;15,1;0,0
23/05/26 03.10;27,0;99,9;17,3;0,0
23/05/26 03.40;27,0;99,9;16,1;0,0
23/05/26 04.10;27,1;99,9;17,7;20,8
23/05/26 04.40;27,2;99,9;17,9;20,8
23/05/26 05.10;26,9;99,9;16,3;20,8
23/05/26 05.40;26,9;99,9;15,9;20,8
23/05/26 06.10;26,8;99,9;14,0;7,5
23/05/26 06.40;27,4;99,9;8,3;33,3
23/05/26 07.10;27,7;99,9;8,0;87,5
23/05/26 07.40;28,8;99,9;22,3;125,8
23/05/26 08.10;29,6;99,9;25,1;142,5
23/05/26 09.33;31,6;99,7;31,3;144,2
23/05/26 10.03;32,2;96,8;23,7;170,8
23/05/26 10.33;31,1;99,9;9,6;91,7
23/05/26 11.03;32,4;99,9;11,1;121,7
23/05/26 11.33;31,9;99,9;24,4;162,5
23/05/26 12.03;31,9;99,9;18,3;185,0
23/05/26 12.33;32,9;96,0;22,8;168,7
23/05/26 13.03;31,3;99,9;15,5;190,0
23/05/26 13.33;30,4;99,9;22,7;50,0
23/05/26 14.03;29,4;99,9;19,4;32,0
23/05/26 14.33;28,4;99,9;18,1;25,8
23/05/26 15.03;28,1;99,9;18,3;26,7
23/05/26 15.33;28,2;99,9;20,6;30,0
23/05/26 16.03;28,3;99,9;20,5;25,8
23/05/26 16.33;28,1;99,9;18,2;14,2
23/05/26 17.03;28,0;99,9;7,8;23,0
23/05/26 17.33;27,8;99,9;18,1;22,7
23/05/26 18.03;27,5;99,9;7,4;22,3
23/05/26 18.33;26,8;99,9;7,2;22,0
23/05/26 19.03;27,3;99,9;7,8;22,1
23/05/26 19.33;27,3;99,9;19,4;23,3
23/05/26 20.03;27,3;99,9;7,6;22,2
23/05/26 20.33;27,2;99,9;20,3;21,7
23/05/26 21.03;27,2;99,9;18,2;22,3
23/05/26 21.33;26,7;99,9;19,0;0,0
23/05/26 22.04;25,9;99,9;14,7;0,0
23/05/26 22.33;26,1;99,9;16,8;0,0
23/05/26 23.03;25,8;99,9;16,5;0,0
23/05/26 23.33;26,1;99,9;8,3;0,0
24/05/26 00.03;26,9;99,9;16,9;0,0
24/05/26 00.33;26,7;99,9;16,0;0,0
24/05/26 01.03;26,7;99,9;16,4;0,0
24/05/26 01.33;26,6;99,9;7,3;0,0
24/05/26 02.03;27,2;99,9;6,9;0,0
24/05/26 02.33;26,8;99,9;8,4;0,0
24/05/26 03.03;26,5;99,9;6,7;0,0
24/05/26 03.33;26,6;99,9;7,1;0,0
24/05/26 04.03;26,4;99,9;7,3;22,3
24/05/26 04.33;26,1;99,9;15,0;21,8
24/05/26 05.03;26,3;99,9;15,0;22,5
24/05/26 05.33;26,1;99,9;7,1;22,5
24/05/26 06.03;26,1;99,9;6,5;28,3
24/05/26 06.33;26,2;99,9;7,6;37,5
24/05/26 07.03;27,0;99,9;7,1;91,7
24/05/26 07.33;27,9;99,9;9,1;110,8
24/05/26 08.03;29,3;99,9;9,8;120,0
24/05/26 08.33;30,3;99,9;17,7;110,8
24/05/26 09.03;30,7;99,9;11,1;103,8
24/05/26 09.33;31,5;96,3;11,9;126,2
24/05/26 10.04;31,9;97,9;10,7;154,2
24/05/26 10.34;32,1;99,9;10,3;125,8
24/05/26 11.04;33,0;95,2;22,8;189,2
24/05/26 11.34;33,0;97,8;29,9;205,8
24/05/26 12.04;33,7;93,4;23,2;212,5
24/05/26 12.34;31,6;99,9;10,1;65,0
24/05/26 13.04;31,4;99,9;13,3;44,2
24/05/26 13.34;30,2;99,9;11,2;30,0
24/05/26 14.04;31,7;99,9;11,8;125,8
24/05/26 14.34;32,4;99,9;30,9;282,8
24/05/26 15.04;32,2;99,9;25,0;127,5
24/05/26 15.34;31,2;99,9;15,8;44,2
24/05/26 16.04;31,0;99,9;25,3;64,2
24/05/26 16.34;31,1;99,9;10,9;59,2
24/05/26 17.04;30,6;99,9;16,9;15,8
24/05/26 17.34;29,8;99,9;14,0;24,3
24/05/26 18.04;29,6;99,9;15,0;24,0
24/05/26 18.34;29,1;99,9;14,0;23,0
24/05/26 19.04;27,9;99,9;9,9;23,5
24/05/26 19.34;27,8;99,9;10,1;23,3
24/05/26 20.04;27,9;99,9;12,5;21,7
24/05/26 20.34;27,1;99,9;7,5;21,7
24/05/26 21.04;26,6;99,9;9,3;0,0
24/05/26 21.34;27,2;99,9;11,0;0,0
24/05/26 22.04;27,4;99,9;12,2;0,0
24/05/26 22.34;27,2;99,9;12,1;0,0
24/05/26 23.04;26,9;99,9;11,8;0,0
24/05/26 23.34;27,2;99,9;12,2;0,0
25/05/26 00.04;26,7;99,9;12,1;0,0
25/05/26 00.34;27,2;99,9;14,2;0,0
25/05/26 01.04;26,6;99,9;10,9;0,0
25/05/26 02.04;27,1;99,9;13,5;0,0
25/05/26 02.34;27,0;99,9;13,6;0,0
25/05/26 03.04;26,8;99,9;14,1;0,0
25/05/26 04.04;26,5;99,9;14,2;21,7
25/05/26 04.34;26,7;99,9;13,9;21,7
25/05/26 05.04;26,4;99,9;14,7;21,7
25/05/26 05.34;25,3;99,9;10,7;21,7
25/05/26 06.04;26,1;99,9;12,9;30,0
25/05/26 06.34;26,2;99,9;13,7;24,2
25/05/26 07.04;26,3;99,9;12,6;77,5
25/05/26 07.34;26,8;99,9;14,5;74,2
25/05/26 08.04;27,8;99,9;14,7;69,2
25/05/26 08.34;29,1;99,9;13,6;94,2
25/05/26 09.04;30,4;99,9;16,8;125,8
25/05/26 09.34;31,1;99,9;20,1;146,7
25/05/26 10.04;31,8;96,0;14,0;183,0
25/05/26 10.34;32,9;89,6;13,6;170,0
25/05/26 11.04;33,6;91,2;21,9;151,7
25/05/26 11.34;33,8;91,4;16,3;198,3
25/05/26 12.04;33,4;90,8;19,0;171,7
25/05/26 12.34;33,2;89,9;17,4;186,7
25/05/26 13.04;34,7;84,1;17,6;347,8
25/05/26 13.34;33,1;88,1;14,0;400,0
25/05/26 14.04;33,8;90,0;17,4;370,8
25/05/26 14.34;32,4;94,0;20,0;234,0
25/05/26 15.04;33,4;91,2;17,0;176,7
25/05/26 15.34;31,5;99,9;18,4;65,0
25/05/26 16.04;31,3;99,9;17,3;183,3
25/05/26 16.34;31,9;99,9;26,4;66,0
25/05/26 17.04;30,8;99,9;29,5;30,0
25/05/26 17.34;30,2;99,9;18,3;27,0
25/05/26 18.04;29,5;99,9;17,5;26,5
25/05/26 18.34;29,4;99,9;17,0;24,0
25/05/26 19.04;29,2;99,9;20,8;23,6
25/05/26 19.34;28,8;99,9;24,3;23,3
25/05/26 20.04;28,4;99,9;24,4;21,7
25/05/26 20.34;28,5;99,9;24,1;21,7
25/05/26 21.04;28,3;99,9;22,2;21,7
25/05/26 21.34;28,0;99,9;16,3;21,7
25/05/26 22.04;28,0;99,9;19,0;21,7
25/05/26 22.34;27,9;99,9;19,2;21,7
25/05/26 23.04;27,8;99,9;16,9;21,7
25/05/26 23.34;27,5;99,9;18,6;21,7
